0.000	1
0.103	0
0.206	0
0.308	0
0.411	0
0.514	0
0.617	2
0.720	21
0.823	51
0.925	55
1.028	64
1.131	86
1.234	71
1.337	90
1.440	88
1.542	108
1.645	106
1.748	91
1.851	94
1.954	104
2.057	95
2.159	78
2.262	87
2.365	101
2.468	99
2.571	82
2.674	70
2.776	90
2.879	84
2.982	64
3.085	81
3.188	64
3.290	72
3.393	56
3.496	69
3.599	52
3.702	49
3.805	44
3.907	55
4.010	42
4.113	56
4.216	52
4.319	49
4.422	48
4.524	40
4.627	45
4.730	44
4.833	38
4.936	45
5.039	43
5.141	45
5.244	45
5.347	48
5.450	49
5.553	40
5.656	43
5.758	41
5.861	37
5.964	24
6.067	38
6.170	36
6.272	31
6.375	44
6.478	37
6.581	26
6.684	34
6.787	44
6.889	33
6.992	29
7.095	23
7.198	27
7.301	26
7.404	24
7.506	27
7.609	34
7.712	29
7.815	26
7.918	31
8.021	26
8.123	32
8.226	19
8.329	31
8.432	25
8.535	31
8.638	32
8.740	28
8.843	37
8.946	24
9.049	27
9.152	28
9.254	40
9.357	34
9.460	29
9.563	34
9.666	30
9.769	28
9.871	25
9.974	30
10.077	22
10.180	26
10.283	26
10.386	36
10.488	28
10.591	29
10.694	37
10.797	30
10.900	29
11.003	43
11.105	23
11.208	26
11.311	33
11.414	20
11.517	19
11.620	27
11.722	20
11.825	26
11.928	20
12.031	47
12.134	22
12.237	34
12.339	42
12.442	49
12.545	122
12.648	168
12.751	323
12.853	583
12.956	386
13.059	307
13.162	246
13.265	90
13.368	40
13.470	24
13.573	21
13.676	20
13.779	20
13.882	18
13.985	16
14.087	20
14.190	18
14.293	22
14.396	24
14.499	17
14.602	22
14.704	14
14.807	23
14.910	24
15.013	6
15.116	22
15.219	16
15.321	15
15.424	20
15.527	13
15.630	19
15.733	12
15.835	20
15.938	11
16.041	15
16.144	18
16.247	10
16.350	15
16.452	18
16.555	8
16.658	21
16.761	16
16.864	18
16.967	16
17.069	15
17.172	12
17.275	13
17.378	17
17.481	5
17.584	14
17.686	22
17.789	13
17.892	17
17.995	9
18.098	10
18.201	25
18.303	10
18.406	12
18.509	12
18.612	15
18.715	15
18.817	11
18.920	12
19.023	14
19.126	14
19.229	18
19.332	8
19.434	23
19.537	14
19.640	9
19.743	18
19.846	13
19.949	21
20.051	15
20.154	12
20.257	14
20.360	7
20.463	16
20.566	12
20.668	16
20.771	26
20.874	40
20.977	121
21.080	171
21.183	383
21.285	395
21.388	220
21.491	124
21.594	71
21.697	30
21.799	10
21.902	15
22.005	23
22.108	11
22.211	17
22.314	12
22.416	10
22.519	12
22.622	5
22.725	15
22.828	9
22.931	11
23.033	16
23.136	12
23.239	3
23.342	11
23.445	13
23.548	14
23.650	8
23.753	14
23.856	12
23.959	14
24.062	8
24.165	12
24.267	11
24.370	15
24.473	11
24.576	17
24.679	45
24.781	139
24.884	169
24.987	213
25.090	197
25.193	87
25.296	48
25.398	32
25.501	20
25.604	11
25.707	18
25.810	15
25.913	7
26.015	10
26.118	9
26.221	9
26.324	12
26.427	9
26.530	9
26.632	13
26.735	9
26.838	9
26.941	12
27.044	12
27.147	16
27.249	10
27.352	16
27.455	15
27.558	9
27.661	14
27.763	8
27.866	9
27.969	7
28.072	10
28.175	14
28.278	5
28.380	11
28.483	17
28.586	11
28.689	12
28.792	8
28.895	14
28.997	14
29.100	11
29.203	11
29.306	20
29.409	15
29.512	10
29.614	15
29.717	13
29.820	15
29.923	30
30.026	32
30.129	58
30.231	73
30.334	53
30.437	37
30.540	30
30.643	14
30.746	11
30.848	12
30.951	12
31.054	15
31.157	8
31.260	14
31.362	6
31.465	13
31.568	9
31.671	13
31.774	11
31.877	7
31.979	6
32.082	11
32.185	8
32.288	10
32.391	8
32.494	14
32.596	11
32.699	19
32.802	38
32.905	69
33.008	91
33.111	86
33.213	51
33.316	49
33.419	21
33.522	19
33.625	6
33.728	10
33.830	8
33.933	16
34.036	9
34.139	14
34.242	11
34.344	8
34.447	12
34.550	11
34.653	15
34.756	4
34.859	21
34.961	9
35.064	6
35.167	12
35.270	13
35.373	16
35.476	4
35.578	7
35.681	9
35.784	12
35.887	11
35.990	8
36.093	12
36.195	8
36.298	8
36.401	13
36.504	4
36.607	12
36.710	15
36.812	12
36.915	12
37.018	23
37.121	112
37.224	103
37.326	108
37.429	90
37.532	49
37.635	44
37.738	16
37.841	18
37.943	15
38.046	9
38.149	14
38.252	5
38.355	11
38.458	7
38.560	9
38.663	16
38.766	10
38.869	5
38.972	15
39.075	8
39.177	12
39.280	14
39.383	22
39.486	49
39.589	59
39.692	49
39.794	39
39.897	36
40.000	24
